Radius,ELB T,time_since_T_high,time_it_was_high,cumulative,OBS T,IBS T,OBS minus IBS T,dutycycle,SCM T,SCM T grad,SA MY,SA change,HGA azimuth change,HGA elevation change,HGA azimuth,HGA elevation,time_since_T_high -1,time_since_T_high -2,time_since_T_high -3,time_since_T_high -4,time_since_T_high 1,cumulative -1,cumulative -2,cumulative -3,cumulative -4,cumulative 1,OBS T -1,OBS T -2,OBS T -3,OBS T -4,OBS T 1,IBS T -1,IBS T -2,IBS T -3,IBS T -4,IBS T 1,OBS minus IBS T -1,OBS minus IBS T -2,OBS minus IBS T -3,OBS minus IBS T -4,OBS minus IBS T 1,dutycycle -1,dutycycle -2,dutycycle -3,dutycycle -4,dutycycle 1,SCM T -1,SCM T -2,SCM T -3,SCM T -4,SCM T 1,SCM T grad -1,SCM T grad -2,SCM T grad -3,SCM T grad -4,SCM T grad 1,SA MY -1,SA MY -2,SA MY -3,SA MY -4,SA MY 1,SA change -1,SA change -2,SA change -3,SA change -4,SA change 1,HGA azimuth -1,HGA azimuth -2,HGA azimuth -3,HGA azimuth -4,HGA azimuth 1,HGA azimuth change -1,HGA azimuth change -2,HGA azimuth change -3,HGA azimuth change -4,HGA azimuth change 1,HGA elevation -1,HGA elevation -2,HGA elevation -3,HGA elevation -4,HGA elevation 1,HGA elevation change -1,HGA elevation change -2,HGA elevation change -3,HGA elevation change -4,HGA elevation change 1,Date
0.06422353150090203,0.033771957824938,0.060841843336820606,-0.054680268936790524,0.07278505105525256,0.02247625363059342,0.006100954515859485,-0.046649308681953695,0.015952495111851022,-0.015077045056968927,0.013228685173671692,0.06725937942042946,0.01697984829545021,0.0008086200058460236,0.001433935910463333,-0.019935718008782716,-0.040761656467802825,0.014562464405316859,0.007554020618554205,-0.05846517316065729,-0.09219294301234186,0.09152886365074664,0.017178801540285348,0.0005942343571223318,0.05271271256264299,0.024254645085893572,0.04399397930596024,0.00894008381292224,0.0447546714451164,0.03553045784123242,0.049417604925110936,0.057439590520225466,0.03782816035207361,0.02916000657249242,-0.004954802198335528,0.016542841461487115,-0.017462196997366845,0.012460329593159259,-0.004995826724916696,-0.024160511819645764,-0.03446869847481139,0.005458023250102997,0.02288532813079655,0.02676112318877131,0.02691227425588295,0.006754776397719979,0.0215331388451159,0.0516026365570724,0.025006636574398725,0.03158353972248733,0.012056374922394753,0.0009697352116927505,0.015153708742000163,0.007746241823770106,0.0266268296004273,0.00848717131651938,0.005404937407001853,0.0382052061567083,0.0351876032887958,0.01489971439121291,-0.013617644221521914,0.0037893438152968883,0.0012301292084157466,0.018535478250123562,0.032293323427438736,0.015273438445292413,0.0041664585703983905,-0.018621393458452075,-0.04494757166365162,-0.003251588181592524,-0.06748693014727905,-0.04231023547239601,0.00874054417014122,0.010322686526924372,0.008698702603578568,0.005162091851234436,0.004880813807249069,-0.060334703382104636,-0.16017241209279745,-0.049111835192888975,-0.00294266140088439,-0.19138528862036763,0.00464811559766531,0.012724600993096828,0.013516959566622973,0.003504256308078766,0.008626501616090536,2021-11-09
0.06999239408876747,0.033894007611088454,0.061020414526574314,-0.05467729272786528,0.07292515192180872,0.02245324415154755,0.006100954515859485,-0.054458400376606736,0.016075386161683126,-0.015059187915176154,0.013198923233430833,0.06923776319250464,0.016910591758787633,0.0008086200058460236,0.001433935910463333,-0.020362399050500243,-0.025257911644876004,0.014789820238947869,0.007649015968199819,-0.05843541136011481,-0.09076694912277163,0.09180121131706982,0.020302464170381427,0.0006178011535666883,0.052376675507985054,0.02431591065134853,0.044088974674232305,0.00894008381292224,0.0447546714451164,0.03541518618352711,0.049417604925110936,0.057439590520225466,0.03788942602928728,0.029076673206873238,-0.004954802198335528,0.01966023596469313,-0.04888050781097263,0.012460329593159259,-0.010610851556994021,-0.024160511819645764,0.03677422319888137,0.005550285093486309,0.022779972637072207,0.02687099953647703,0.032110841490793976,0.006631554421037435,0.02150337690487504,0.051229631141759456,0.025078833892475814,0.031776182895991954,0.022136072267312557,0.001050312309525907,0.015164489024318755,0.009492901549674571,0.026821471492294222,0.008606376824900508,0.004802432665601372,0.03820520623121411,0.03638980619376525,0.014872928715776652,-0.013063820470124483,0.010869208555668593,0.0012301292084157466,0.018511316017247738,0.032293323427438736,0.015692570614628493,0.004421070669777692,-0.02457931377226487,-0.04506066663423553,-0.0038965574884787203,-0.06423509507672862,-0.05809243145398796,0.00874054417014122,0.010322686526924372,0.008698702603578568,0.005162091851234436,0.004880813807249069,-0.05844773929566145,-0.1559365065349266,-0.05109519961755723,-0.0028782712388783693,-0.1913852890674025,0.00464811559766531,0.012724600993096828,0.013516959641128779,0.003504256308078766,0.008641382586210966,2021-11-10
0.07278467056807131,0.034064925892744215,0.06577637498732657,-0.061851022029295565,0.08504631702788173,0.02123066572472453,0.007528206282295287,0.00422507907031104,0.015896977570373564,-0.01495537840295583,0.026064095518086104,0.06918930122628808,0.01649604469537735,0.0009400124102830887,0.001433935910463333,-0.021127214150037616,-0.024613261725753545,0.014834463167935609,0.00792402257444337,-0.05952237146906555,-0.009422741536982358,0.09132082569645718,0.01808541199192405,0.00037354731000959873,0.05080754459835589,0.024463019559625536,0.04384387061465531,0.00894008381292224,0.04481121905148029,0.049561116183176636,0.04871469181962311,0.05902259720023721,0.038032283238135275,0.0377912770723924,-0.002920494372956455,0.020451204236596823,-0.037640153407119216,0.012365091466344893,-0.006930876788683236,-0.02260915589518845,0.03616496329079382,0.004893981339409948,0.02277104408480227,0.036289688318502156,0.03194755106931552,0.006468130699358881,0.021583339455537497,0.05029794086236507,0.026453431218396873,0.03186272658640519,0.021809546740259974,0.001050312309525907,0.013891559806652368,0.009469440714456141,0.03326556515181437,0.008589795222505928,-0.05700243873056024,0.038374101440422234,0.05482245754217729,0.017710979867260904,-0.02232292063301429,0.0022081880364567042,0.0012074904702603817,0.018511316017247738,0.029865163080394268,0.015713483444415033,-0.03329103966243565,-0.02690809063380584,-0.00834482746431604,-0.004575970168225467,-0.06271901446161791,-0.06068713809829205,0.008740544021129608,0.010278569757938385,0.008704655002802611,0.005162091851234436,0.004880813807249069,-0.058638211227953436,-0.1553973393747583,-0.05156479786615819,-0.002531378921121359,-0.1914210033044219,0.00464811559766531,0.012700434550642967,0.013516959790140391,0.003504256308078766,0.00864845646545291,2021-11-11
0.07719763460569083,0.0382253591180779,0.06282446284312755,-0.0617674033017829,0.09048444539308548,0.0314155004080385,0.004259074912406504,0.02157419681083411,0.0159867371362634,-0.01981449205894023,-0.20652735995361582,-0.02512026371434331,-0.056953300884924826,0.0009400124102830887,0.0009498851932585239,-0.01926789638819173,-0.024469159389846028,0.0184467410040088,0.02526032742811367,-0.05595091211609542,-0.008880723798647523,0.08544636398553848,0.02174602549523115,0.00028402821626514194,0.04730889835394919,0.024345142093952745,0.03799286037217826,0.00894008381292224,0.04698950584977865,0.03035886574536562,0.04108757291920483,0.053527694805525244,0.03955873533617705,0.0458746199705638,-0.0021960027795284985,0.02176805309019983,-0.039599998998455704,0.009717121608555318,-0.014244532035663724,-0.020747520942240954,0.034260944168781865,0.006890119099989533,0.026358046280220152,0.033978534603957083,0.026675293219741433,0.0063477443484589455,0.021039794215466825,0.059888937317300585,0.0199927735212259,0.029095681542530658,0.038289767818059775,0.002751814350485802,0.015299619673751295,0.010230790157802403,0.03270923886215314,0.010202617244794964,0.0040610280237160625,0.02779123730142601,0.07050315447850153,0.009169080394785851,-0.054199988623149696,0.0022171163279563187,0.0012301292084157466,0.01837912092451006,0.029800663245841862,0.01745374463032931,0.004034165744669736,-0.02868074835045263,-0.030521599403582515,-0.00445535693783313,-0.05443655208451673,-0.07276637107133865,0.007338193748146296,0.007533641904592514,0.008651554249227048,0.005389293730258942,0.004880813807249069,-0.0611962310038507,-0.1549754786491394,-0.04530143416952342,0.013460929822176695,-0.19397407121490687,0.0055267268046736715,0.012700434550642967,0.013516959752887487,0.0035312532633543013,0.00863190371543169,2021-11-12
0.060619213716126975,0.03841552052879706,0.04423644361551851,-0.02203200033400208,0.08559171102941036,0.031205449514091016,0.012547696009278297,0.021144112437032164,0.005764169788453728,0.019252002218272536,-0.025199294777121396,-0.06963975999504328,0.013052187524735928,0.0009400124102830887,0.0018068263679742813,-0.016841309687588363,-0.022624289762461558,0.02467705114511773,0.02946952442638576,0.03588332331739366,-0.012017420521005987,0.09062471612589434,0.022049520008731633,0.00219022658187896,0.04598991037346423,0.028178213534411044,0.03494434666354209,0.011128865834325551,0.04123053293675184,0.05115984662435949,0.04241596520878375,0.04513268233742565,0.03623748630285263,-0.010277343841735273,-0.0021960027795284985,0.023923128843307495,-0.03943008983973414,0.010703557650558651,-0.011983160236850381,-0.025380352190695704,0.034127297414233905,0.007806637857574969,0.02409353358205408,0.03439245736924931,0.027883050630334763,0.006653895652852952,0.020806578625924884,0.04809262625640258,0.02836359034758061,0.028432770129293204,0.038169146568980065,-0.0034085925994440914,-0.16669476082315668,0.037346449373289944,0.03230297162430361,0.010914767319336533,0.004655310527887195,-0.0063656894117593765,0.05479647902073339,-0.022566021827515215,-0.06626155261415988,0.002245611855760217,-0.37145216721110047,0.019471190446056427,0.034930438986048105,0.01833306548651308,0.003753705215640366,-0.015524612814188004,-0.03063452439615503,-0.0026217879960313438,-0.03672064549056813,-0.07002130955690518,0.005595536325126886,0.007932137176394462,0.008618323728442193,0.004699560347944498,0.004880813807249069,-0.06068064354360104,-0.20478084539528937,-0.044708994696848095,0.01638159702066332,-0.1250057208072394,0.0055267268046736715,0.013561091534793377,0.013550011571496726,0.004458406046032906,0.00898877389729023,2021-11-13
0.05856960121775046,0.03456335667753592,0.051212069611065086,-0.005373220844194293,0.0670182783016935,0.031277653872966764,0.004191926026251167,0.0175541401701048,0.005517026779707521,-0.1309797580121085,0.02378005986334756,-0.07371276172809303,0.012714582458138467,0.0009400124102830887,0.0018727070838212966,-0.016307307749520987,-0.021130046183243392,0.021261816753540188,0.013557204464450478,0.03459113662131131,-0.015486372509039939,0.07327445396687836,0.02739028021460399,0.002456934326328337,0.0361549198301509,0.012432249204721302,0.035275874165818094,0.010720989191904664,0.03455617589876056,0.055155431739985945,0.03886967234313488,0.046350342142395674,0.027705549048259854,-0.004784745993092656,-0.011116037359461189,0.02079220921732485,-0.040201104744337496,0.011696618045680224,0.0257207361003384,-0.024129965724423528,0.013644721143646166,0.007421142917592078,0.04112013919278979,0.029600846965331586,0.03555816043866798,0.006967109078541398,0.021677767012733967,-0.06135143011808395,0.02268178705824539,0.028456109510734677,0.036296461441088466,0.0049478322779759765,-0.1690250850911252,-0.32119056455325334,0.0056112945592030885,0.011820040671154856,0.005430343979969621,-0.025207886677235364,-0.11359628049191088,-0.024088242955040185,-0.10504170348867774,-0.018267749664373695,0.0012865941785275936,-0.1210846436850261,0.035041532618924974,0.017985654745716603,0.0034333969140425327,-0.014625029067974537,-0.06242032248759642,-0.00569399737752974,-0.035155272025149314,-0.04771765791345388,0.006209348309785128,0.009213413428515196,0.008698702603578568,0.0041320638544857504,0.005327595733106137,-0.06191311528440565,-0.20430760965216904,-0.03256398131139576,-0.019203146044164895,-0.11948831792920828,0.005200041029602289,0.013618407845497131,0.013520249668508767,0.003726060837507248,0.007702250964939594,2021-11-14
0.0668372173095122,0.03400950175942853,0.07518482477869838,-0.019451785287819802,0.06195434278342873,0.031394728571176526,0.0026558307255618273,0.01751909772865474,0.005758914744947105,0.02875676172086969,0.00951776466681622,-0.06381718249991536,0.012969538448378443,0.0008086200058460236,0.0026677607744932173,-0.020083766689058393,-0.010143807153217494,0.014511518660001457,0.03773534323088825,0.034907374200411144,-0.011642561010085047,0.09070496246218682,0.029493910956662147,0.002488790708594024,0.0506893584644422,0.024037471634801476,0.03839500779286027,0.01086348480079323,0.03417627084068954,0.03929822443053126,0.038958433726802466,0.05196075495798141,0.04406967011746019,0.025122546637430788,-0.015490959570743144,0.020552388690412045,-0.062152518914081155,0.011857100171037019,0.023354370831511914,0.014953702185302974,0.03315179691067897,0.0059013898414559665,0.043543761167675256,0.005721919124480337,0.036115862599108366,0.006031246008351445,0.02191086494596675,-0.13688110690796748,0.02160528964130208,0.02785547577776015,0.03632393476320431,0.002884809016250074,0.016033492581918836,-0.14733334664138964,-0.028478383801411836,0.014286050517112016,0.005378007194958627,-0.024251878559589386,-0.12743709274102002,0.012273706195410341,-0.1027766607934609,-0.017330755176953972,0.0016240409575402736,0.01923753919545561,-0.003117482904344797,0.017865976479370146,0.0037138574430719017,-0.003960305384825915,-0.07423446037108078,-0.006138206170871854,-0.021455413207877427,-0.046486170454882084,0.006189596671611071,0.009243175331503152,0.006939896699041128,0.0053551730513572695,0.005542068034410477,-0.05678649423178286,-0.2075323620461859,-0.04391453194431961,-0.02062036612071097,-0.11698303261771797,0.005200041029602289,0.01364555049687624,0.012214656863361597,0.003726060837507248,0.009425027035176755,2021-11-15
0.0750430563185364,0.034705163545440884,0.0741526943957433,-0.01952772732358426,0.0785265620239079,0.031640302110463384,0.00492010036483407,0.03861876071197912,0.005706294218543917,0.0347506491933018,0.010081243527820334,-0.030263416939415037,0.01296953845769167,0.0008086200058460236,0.0026677607744932173,-0.020188908174168317,-0.004597595450468362,0.01895475197583437,0.034101741346530615,0.03401530690956861,-0.012439539898186922,0.09150720812380314,0.03074418369680643,0.001906607928685844,0.053407975467853246,0.027482711288612335,0.04034122433513403,0.008720073183067143,0.04098377769580111,0.042719744136556985,0.039607639480382206,0.05221539903897792,0.0439237621286884,0.021881717438809574,-0.015225630612112582,0.018059056252241135,-0.036836437876336274,0.011664538588374853,0.022152916342020035,0.01113174513913691,0.03510686857160181,0.008805204641539603,0.034857653621584175,0.007544420787598938,0.031150159330572934,0.005666668247431517,0.021632204602938146,-0.062416733631398526,0.03815061556175351,0.016167989918030798,0.03763233261881396,0.0031027981173247098,0.015328225563280284,0.03602155721397139,-0.07773186419857665,-0.04041475241538137,0.005360873094759882,-0.033329148800112306,-0.10037605837918818,0.00853578257607296,0.04170400204602629,0.012081652721390128,0.0015872830245643853,0.01923753919545561,0.03436572935897857,-0.15389977951534092,0.0043553744675591585,-0.008989801665302366,0.009083978028502315,-0.0062863802583888176,-0.021005576972384005,-0.09332594603300094,0.005999120343476534,0.009502886533737183,0.008704655002802611,0.0062926730513572695,0.005542068034410477,-0.05590576903428882,-0.1564480610145256,-0.04391453194431961,-0.020152461184188723,-0.09929127643816173,0.005200041029602289,0.01364555049687624,0.012214656863361597,0.0036360709369182586,0.009425027035176755,2021-11-16
0.07758058785460889,0.03442428964888677,0.07268309189006686,-0.03012467415537685,0.08131097225472331,0.03133231112733483,0.004799400959163904,0.007955199133139104,0.005599748431704938,0.03342420079745352,0.010633925081929192,-0.03033209735993296,0.012750740759074689,0.001438668593764305,0.0026677607744932173,-0.020173602064605802,0.0014672388182953,0.02107787793269381,0.02869274003896862,0.03369040788616985,-0.012528684996068478,0.09112321919761598,0.026333057151641696,0.002066044230014086,0.051042193663306534,0.02386150129837915,0.04039538779295981,0.011539079644717277,0.04103853365173563,0.0413748915027827,0.039607639480382206,0.052156732422299686,0.043793241740204394,0.02406845633406192,-0.009936976232565939,0.017542994320392608,-0.037144345194101334,0.011671464247629047,0.022323660412803294,0.010762342028319835,0.03564256849233061,0.005371928338427097,0.04525098131969571,0.007850032176356762,0.028694801901001484,0.005675981510430575,0.021983647926244885,-0.05357955770334229,0.042536986041814086,0.022400842134375126,-0.013563695685006679,0.003046962125226855,0.015497492114081978,0.009234815356321632,0.012860249711666256,-0.00011823892593383789,0.005360873094759882,-0.021607503169216214,-0.0936015138309449,0.012942027274984867,0.02224281354341656,0.014305227091535927,0.0015675759874284267,0.018209838890470564,0.034474440747871996,0.014460365606937557,0.0043553744675591585,-0.020086976417806,0.012381639413069934,-0.0011601168662309647,-0.022986461233813316,-0.06911885292269289,0.006405079457908869,0.009502886533737183,0.008704655002802611,0.0062926730513572695,0.005542068034410477,-0.0729598407773301,-0.20566721494775264,-0.04887302341870964,-0.020152461184188723,-0.10909309709444642,0.005200041029602289,0.01364555049687624,0.012214656863361597,0.0036360709369182586,0.009250088520348072,2021-11-17
0.07697678824304603,0.03571912616258487,0.07266632637009024,-0.030025523086078466,0.0756535598449409,0.03133231112733483,0.004772729449905455,0.003189944743644446,0.005832954882644117,0.033431117828004064,0.01059839311405085,-0.03298662193585187,0.01283307384699583,0.001438668593764305,0.0026677607744932173,-0.020173602064605802,-0.012354181236587465,0.017715842777397482,0.028586216126568614,0.03369336320552975,-0.012840397106483579,0.09543055481975898,0.026629141771700233,0.0017402717610821127,0.048910312936641276,0.023921168472152202,0.040320560270920396,0.011835164157673717,0.04655836762860417,0.04136001045815647,0.04389549707993865,0.05213876504916698,0.047518533798865975,0.023897469420917333,-0.015168970064260066,0.017542280480265616,-0.03716517854016274,0.011744839390739798,0.02267266722396016,0.010842568688094616,0.035377238360233605,0.005239379752893001,0.04542955273762345,0.007953967328649014,0.027903891105670483,0.006056051049381494,0.022281972451601177,-0.053400391237810256,0.04283560317475349,0.023058601818047465,-0.013030743594281375,0.0030618430860340595,0.015497492114081978,0.008951266119256616,0.032216462744399904,0.01267769175581634,0.005360873094759882,-0.021183579084463416,-0.09580835407134146,0.013674625467974693,0.022985863448120654,0.015223105866461993,0.0015675759874284267,0.018209838890470564,0.03446848834864795,0.014447136281523854,0.0043553744675591585,-0.01948934299638495,0.013337745449971407,-0.0010085599357262255,-0.016113741521257906,-0.06748723211698233,0.00635833078995347,0.009502886533737183,0.008704655002802611,0.0061885064840316775,0.005542068034410477,-0.07441267206799239,-0.2056501131830737,-0.0492638495285064,-0.024706185730174184,-0.10916729249060154,0.005200041029602289,0.01364555049687624,0.012214656863361597,0.004377476796507835,0.009250088520348072,2021-11-18
