Date,Radial Distance from Sun,Electronic Box Temperature,SWA temperature,OBS Temperature,IBS Temperature,OBS minus IBS Temp.,dutycycle,Search Coil Magnetometer's Temperature,Solar Array's Angle,HGA azimuth,HGA elevation,2.5V-ELB,3.3V-ELB,1.5V-ELB
2023-03-17,0.5603240725629665,7.42300978935906,-7.50199387963977,-86.0728636469514,-73.3983653110108,-12.674498335940598,7.388888888888888,-113.7370988088731,59.9091008621347,45.50404972114441,-90.69543803757644,2.5192865299833835,3.273122232670108,1.5030525030509998
2023-03-18,0.5476056453332875,7.06650829560217,-7.50199387963977,-86.07286364695139,-71.7299974256061,-14.34286622134529,8.055555555555554,-114.39526778732119,69.9818242923629,42.40845004123571,-90.82972444247191,2.519325953071119,3.273186186697856,1.5030525030509998
2023-03-19,0.5347076184455308,7.03743735834303,-7.5524560601813,-86.14130941456776,-70.6093004569908,-15.532008957576963,8.055555555555554,-114.31325533642413,69.963642481117,39.161698225990236,-90.96060766053786,2.519178433584285,3.2727635480487107,1.5030525030509998
2023-03-20,0.5216416666089655,7.31590633629905,-7.51320769753789,-86.10219754735846,-70.7107209971369,-15.391476550221554,7.833333333333332,-113.82041823109927,69.9818242923629,38.9816554806456,-90.96754707176524,2.5193576033429994,3.273111290630676,1.5030525030510002
2023-03-21,0.5084221176711896,7.73207975390366,-7.485173152792585,-86.0777526303526,-70.9845564555316,-15.093196174821003,7.5,-113.18874265063351,69.9818242923629,33.35451395303026,-91.17307724028825,2.5197379871910885,3.274360090924864,1.5030525030509998
2023-03-22,0.49506647196665005,7.60355561023164,-7.53002842438508,-86.4835382526495,-71.55758250735761,-14.925955745291887,7.138888888888888,-112.60754883775186,69.963642481117,33.173784562171484,-91.17903818165796,2.519772790459635,3.2735127112306577,1.5030525030509998
2023-03-23,0.4815960214688605,7.96464725197682,-7.45153169909821,-86.4004255348297,-71.90241234385459,-14.4980131909751,6.666666666666667,-111.8548368207894,69.9818242923629,24.416826950370545,-91.44934047983759,2.520237816468173,3.2737140459710465,1.503052503051
2023-03-24,0.4680365866761243,0.976383147595405,-6.941302984733685,-54.77229271825615,-42.1371596190474,-12.635133099208751,46.083333333333336,-111.01029917653432,69.9818242923629,20.27883071543048,-91.55952991872081,2.5181615940753064,3.2714841877112826,1.503052503051
2023-03-25,0.45441938724745123,-8.934317305331376,-6.874020077344935,-52.0846366539458,-41.53348687022765,-10.551149783718152,29.777777777777775,-110.47079774904894,69.963642481117,20.01230067604417,-91.56602730189846,,,
2023-03-26,0.44078206383786295,-9.155928398425765,-6.649743719382515,-52.4993335857437,-42.2473955123101,-10.2519380734336,29.416666666666668,-109.87410543449047,73.0000049591821,11.336015329086855,-91.75833525273966,,,
2023-03-27,0.4271698634099712,-8.8846458534309,-6.89644771314119,-52.7408026852716,-42.6778404288598,-10.0629622564118,28.916666666666668,-108.9106388450067,73.0000049591821,11.10443983790525,-91.76689686399419,2.4954924379819547,3.253250476889396,1.5037273695405624
2023-03-28,0.41363699330407144,3.9618869585905303,-7.490780061741645,-53.0347650673055,-42.714585726614,-10.320179340691503,17.38888888888889,-107.07121284223231,73.0000049591821,3.7446644344348305,-91.98994078466248,2.514587855557563,3.267889505039015,1.5030525030509996
2023-03-29,0.40024812868054577,5.64356241923348,-7.496386970690709,-53.0347650673055,-42.410124688078895,-10.624640379226605,17.166666666666664,-106.50725471375232,73.0000049591821,-3.659758847559268,-91.88713278505631,2.518066228746203,3.270991015794866,1.5030525030509998
2023-03-30,0.3870800332951645,6.03984519555551,-7.47956624384352,-85.9848619457304,-73.69755590444205,-12.287306041288346,17.166666666666664,-106.4172915206035,76.9636398107881,-9.239466044750241,-92.01060452310395,2.517201807509516,3.2713624942623247,1.5030525030510002
2023-03-31,0.37422320713422536,4.03072916411465,-7.294538248524475,-83.4230346435185,-70.38617526866915,-13.036859374849357,45.97222222222222,-106.69992407050792,76.9636398107881,-14.813890363016666,-92.0449840056906,2.5177673939481404,3.2715444763878545,1.503052503051
2023-04-01,0.36178340338597026,6.605963447444135,-7.53002842438508,-87.8328976713718,-74.336505307363,-13.496392364008798,3.4444444444444446,-105.94513179084689,76.981821622034,-20.6743068294612,-92.08715262332834,2.516604928601086,3.2706349003962965,1.5030525030510002
2023-04-02,0.3498827627662884,8.53688570118316,-7.518814606486956,-87.8328976713718,-73.52514098619349,-14.307756685178305,3.388888888888889,-105.59998789141724,76.981821622034,-27.06887342443197,-92.17469134331347,2.520846604278476,3.274117439406428,1.5030525030509996
2023-04-03,0.33866019569454553,9.21010740613179,-7.46274551699634,-87.8768985219823,-72.6884215299875,-15.188476991994804,3.3611111111111116,-105.15234476550776,76.981821622034,-30.231262255195134,-92.1873170377049,2.522153391400264,3.2749889335813003,1.503052503051
2023-04-04,0.32827051041680116,10.2365281182103,-7.47956624384352,-87.7986747875636,-71.8415600197669,-15.957114767796696,3.6111111111111116,-104.88444831733817,78.9818208590829,-35.20495328773498,-92.20135035540036,2.523724644079041,3.2759885891208183,1.5030494625831328
2023-04-05,0.3188816896014391,10.7397048264348,-7.55806296913039,-87.6911171527379,-70.908491050422,-16.782626102315902,4.027777777777778,-104.90248452167894,78.9818208590829,-41.905287421691284,-92.35934748820628,2.5243386243361,3.2769846769814,1.503041228039725
2023-04-06,0.3106697133213792,11.2580781466527,-7.43471097225103,-87.5640035843076,-69.3770408942146,-18.186962690092997,4.527777777777778,-105.16942252420729,78.9818208590829,-53.722100522855044,-92.07506766227925,2.524988275850803,3.277075737280073,1.5030431143449563
2023-04-07,0.3038105203727387,12.159743791592,-7.468352425945395,-87.23644169642935,-67.56161322559795,-19.6748284708314,5.138888888888888,-105.71270327711906,78.9818208590829,-60.94531950737115,-92.2114783767341,2.5265894292784137,3.2784350455125124,1.5029863549517255
2023-04-08,0.2984691768889437,12.5261509918763,-7.518814606486955,-86.97243659276626,-66.06058923143445,-20.91184736133181,6.027777777777778,-106.67520052953367,78.9818208590829,-68.36464015919407,-92.20470633535083,2.52793598059126,3.2791671230176647,1.5028603271943726
2023-04-09,0.29478707595322995,12.8216406695249,-7.002978983173305,-85.7501907424743,-63.5352177817945,-22.214972960679802,6.916666666666667,-107.87782326277741,78.9818208590829,-75.00115917567909,-92.19493451137751,2.5282051282026,3.2791538226194943,1.5029102707888538
2023-04-10,0.29286888259606914,12.9111318290414,-7.52442151543602,-86.4297594352367,-63.1346066482171,-23.295152787019603,7.749999999999999,-108.89936275183949,78.9818208590829,-75.38038491007529,-92.19441523570744,2.528749916518286,3.279825065425501,1.5028515229738588
2023-04-11,0.292771605806835,12.470430081234,-7.002978983173305,-86.6546526716904,-62.7035693525958,-23.9510833190946,7.999999999999999,-109.80345643803408,78.9818208590829,-83.9023037623827,-92.18328299530938,2.5281232169470207,3.279178042492217,1.502924268838747
2023-04-12,0.2944981832616683,12.2982018119759,-7.52442151543602,-86.1168644975619,-62.7086403796031,-23.40822411795881,8.027777777777777,-109.96661177601702,78.9818208590829,-95.89301413153945,-92.15677847846314,2.5280377111337744,3.2792128144208026,1.5029511790060142
2023-04-13,0.2979971422204331,12.4923807430022,-7.5524560601813295,-86.4786492692483,-63.9763971314304,-22.50225213781789,7.472222222222222,-109.21487998755129,78.9818208590829,-102.03285669843257,-92.14636721585481,2.52801187861553,3.2791269912864034,1.5029734746184322
2023-04-14,0.30316842022132795,12.3201524737441,-7.50760078858883,-85.9506390619222,-64.6863409124537,-21.2642981494685,6.777777777777778,-108.51473544658553,78.9818208590829,-107.77373676393287,-92.13489594423405,,,
2023-04-15,0.30987392165831207,11.480961789222,-7.53002842438508,-86.7622103065161,-66.6133311752311,-20.148879131285,6.305555555555556,-107.98679526964843,78.9818208590829,-114.58750902836067,-91.90162958847381,2.5267256384252392,3.278150758390642,1.5030306994577678
2023-04-16,0.3179504660265642,10.645148129587302,-7.479566243843525,-86.7377653895102,-67.55654219859065,-19.181223190919553,5.972222222222223,-107.74020789985592,78.9818208590829,-119.04639616973616,-91.9674660186775,2.525210882071102,3.2769294612399102,1.5030482468375934
2023-04-17,0.3272227106141967,9.84354782851527,-7.563669878079425,-86.7426543729114,-68.14478133143851,-18.597873041472894,5.944444444444445,-107.85551544536033,77.0000034332799,-124.01709600275481,-91.9592219809732,2.523936228565444,3.276378926337684,1.503051575943011
2023-04-18,0.33751424669012986,9.50846702537038,-7.485173152792585,-86.7524323397137,-68.7735886803449,-17.978843659368806,5.805555555555555,-107.9768731789755,77.0000034332799,-124.29205032429284,-92.10745587287482,2.523149036301173,3.275272878908649,1.5030523529402027
2023-04-19,0.3486559491271134,8.83524532042175,-7.535635333334145,-86.7524323397137,-69.153915705893,-17.598516633820708,5.833333333333333,-108.2633340657312,76.981821622034,-131.59093335293363,-92.10817255913022,2.5219618814452835,3.2744927315274004,1.5030525030509994
2023-04-20,0.3604914427497667,8.15743346748484,-7.524421515436015,-86.74754335631255,-69.3415437051635,-17.405999651149045,6.083333333333333,-108.70472006640291,76.981821622034,-135.45949417965608,-92.10799231468278,,,
2023-04-21,0.3728800602286748,7.20880288323904,-7.51881460648693,-86.4248704518355,-69.43789321830229,-16.98697723353321,6.333333333333333,-109.22896804933556,76.981821622034,-138.47280368622802,-91.98833145923867,2.519557103235798,3.2734449611077214,1.5030525030510002
